Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2024-08-01 00:00:00-04,ND0181,S,99,69.80,3.95%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:05:00-04,ND0181,S,113,70.25,4.64%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:10:00-04,ND0181,S,72,68.98,3.29%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:15:00-04,ND0181,S,74,70.53,2.71%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:20:00-04,ND0181,S,71,69.72,3.32%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:25:00-04,ND0181,S,71,68.70,2.87%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:30:00-04,ND0181,S,67,69.15,3.10%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:35:00-04,ND0181,S,74,70.85,3.45%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:40:00-04,ND0181,S,68,69.00,3.29%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:45:00-04,ND0181,S,56,71.34,2.63%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:50:00-04,ND0181,S,66,69.35,2.84%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 00:55:00-04,ND0181,S,68,70.83,3.00%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:00:00-04,ND0181,S,54,70.54,2.90%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:05:00-04,ND0181,S,46,69.25,2.05%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:10:00-04,ND0181,S,65,68.91,3.63%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:15:00-04,ND0181,S,49,70.86,2.54%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:20:00-04,ND0181,S,49,69.44,1.92%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:25:00-04,ND0181,S,46,68.30,2.64%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:30:00-04,ND0181,S,42,70.21,1.93%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:35:00-04,ND0181,S,46,70.02,2.42%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:40:00-04,ND0181,S,47,69.76,2.30%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:45:00-04,ND0181,S,51,69.91,2.19%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:50:00-04,ND0181,S,53,71.25,2.69%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 01:55:00-04,ND0181,S,41,68.76,2.25%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:00:00-04,ND0181,S,34,69.06,2.02%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:05:00-04,ND0181,S,33,68.52,1.73%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:10:00-04,ND0181,S,50,70.49,2.55%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:15:00-04,ND0181,S,52,69.74,2.40%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:20:00-04,ND0181,S,48,71.12,2.44%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:25:00-04,ND0181,S,37,69.50,2.61%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:30:00-04,ND0181,S,63,69.86,3.76%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:35:00-04,ND0181,S,58,70.77,3.19%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:40:00-04,ND0181,S,55,70.73,2.86%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:45:00-04,ND0181,S,41,70.20,2.62%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:50:00-04,ND0181,S,37,70.21,2.20%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 02:55:00-04,ND0181,S,42,64.95,2.42%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 03:00:00-04,ND0181,S,39,69.23,2.15%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
2024-08-01 03:05:00-04,ND0181,S,42,69.40,2.89%,3,ND0181 - SB I95 NORTH OF MD LINE,9052.5,2015-05-22 12:12:03-04,
