Date,Permit,Dir,Volume,Avg Speed,Occupancy %,Record Count,Full Name,Device ID,Created,Retired
2024-08-01 00:00:00-04,ND0023,S,112,69.58,2.25%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:05:00-04,ND0023,S,87,68.83,1.94%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:10:00-04,ND0023,S,94,71.46,1.73%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:15:00-04,ND0023,S,88,68.97,1.96%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:20:00-04,ND0023,S,102,67.16,2.19%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:25:00-04,ND0023,S,85,69.41,1.93%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:30:00-04,ND0023,S,94,69.79,2.20%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:35:00-04,ND0023,S,89,69.35,1.68%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:40:00-04,ND0023,S,80,69.07,1.69%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:45:00-04,ND0023,S,78,68.23,1.65%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:50:00-04,ND0023,S,85,68.12,1.99%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 00:55:00-04,ND0023,S,64,73.14,1.90%,4,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:00:00-04,ND0023,S,62,68.05,1.54%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:05:00-04,ND0023,S,84,70.61,2.01%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:10:00-04,ND0023,S,67,73.49,1.79%,4,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:15:00-04,ND0023,S,57,69.12,1.20%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:20:00-04,ND0023,S,59,67.57,1.65%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:25:00-04,ND0023,S,68,67.73,1.67%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:30:00-04,ND0023,S,71,68.89,1.99%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:35:00-04,ND0023,S,47,68.10,1.11%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:40:00-04,ND0023,S,61,72.22,1.52%,4,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:45:00-04,ND0023,S,71,68.10,1.78%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:50:00-04,ND0023,S,38,67.19,0.96%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 01:55:00-04,ND0023,S,71,67.13,1.91%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:00:00-04,ND0023,S,54,69.61,1.36%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:05:00-04,ND0023,S,63,74.99,1.32%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:10:00-04,ND0023,S,68,70.71,1.68%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:15:00-04,ND0023,S,60,71.97,1.74%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:20:00-04,ND0023,S,45,68.54,1.46%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:25:00-04,ND0023,S,64,70.00,2.31%,4,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:30:00-04,ND0023,S,67,68.12,1.90%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:35:00-04,ND0023,S,52,74.42,1.65%,4,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:40:00-04,ND0023,S,60,68.49,1.93%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:45:00-04,ND0023,S,57,69.38,1.58%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:50:00-04,ND0023,S,51,69.65,1.51%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 02:55:00-04,ND0023,S,50,71.57,1.36%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:00:00-04,ND0023,S,65,69.82,1.98%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:05:00-04,ND0023,S,42,71.40,1.44%,4,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:10:00-04,ND0023,S,66,70.59,1.84%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:15:00-04,ND0023,S,60,69.60,1.79%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:20:00-04,ND0023,S,59,69.47,1.71%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:25:00-04,ND0023,S,49,73.87,1.60%,4,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:30:00-04,ND0023,S,52,68.36,1.54%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:35:00-04,ND0023,S,71,68.78,1.92%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:40:00-04,ND0023,S,56,68.93,1.56%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:45:00-04,ND0023,S,71,66.87,2.05%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:50:00-04,ND0023,S,65,69.06,1.87%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 03:55:00-04,ND0023,S,78,70.73,2.25%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:00:00-04,ND0023,S,57,70.60,1.46%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:05:00-04,ND0023,S,45,70.69,1.31%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:10:00-04,ND0023,S,58,70.89,1.66%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:15:00-04,ND0023,S,63,70.48,1.78%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:20:00-04,ND0023,S,80,70.06,2.24%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:25:00-04,ND0023,S,68,68.89,2.01%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:30:00-04,ND0023,S,89,70.61,2.72%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:35:00-04,ND0023,S,73,71.48,1.93%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:40:00-04,ND0023,S,91,69.54,2.25%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:45:00-04,ND0023,S,111,68.68,2.88%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:50:00-04,ND0023,S,101,69.35,2.58%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 04:55:00-04,ND0023,S,97,69.59,2.31%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
2024-08-01 05:00:00-04,ND0023,S,105,68.95,3.00%,5,ND0023 - I95 NORTH OF RT273,9481.5,2015-10-08 15:01:49-04,
